episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,605,93,106,500,500,3,21.15,4,1,1,1,0,0.742,2.00,1.00,3.71,4.425,0.7555,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,629,123,130,500,500,3,39.11,4,1,1,1,0,1.784,2.00,1.00,2.64,4.330,0.9004,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,434,28,481,481,0,deterministic,0,606,6,1
3,4003,1,success,601,86,102,500,500,3,46.22,5,2,1,1,0,1.720,2.00,1.00,2.38,3.694,0.8727,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,315,122,338,338,0,deterministic,0,1235,5,1
4,4004,1,success,591,78,92,500,500,3,24.94,4,1,1,1,0,0.882,2.00,1.00,3.18,2.997,0.7844,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,229,291,315,315,0,deterministic,0,1836,6,1
5,4005,1,success,600,85,101,500,500,3,26.20,5,1,1,1,0,0.914,2.00,1.00,2.17,5.061,0.8018,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,494,300,370,494,0,deterministic,0,2427,7,1
6,4006,1,success,606,101,107,500,500,3,31.21,5,1,1,1,0,1.358,2.00,1.00,1.66,6.043,0.8855,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,135,209,354,354,0,deterministic,0,3027,7,1
7,4007,1,success,634,119,135,500,500,3,37.29,5,2,1,1,0,1.420,2.00,1.00,2.14,3.581,0.9118,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,184,76,299,299,0,deterministic,0,3633,3,1
8,4008,1,success,634,129,135,500,500,3,40.70,4,1,1,1,0,1.399,2.00,1.00,2.30,2.910,0.9231,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,429,312,53,429,0,deterministic,0,4267,7,1
9,4009,1,success,623,117,124,500,500,3,37.64,5,2,1,1,0,1.418,2.00,1.00,3.05,3.818,0.9186,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,398,371,295,398,0,deterministic,0,4901,1,1
10,4010,1,success,604,87,105,500,500,3,53.46,5,1,1,1,0,1.939,2.00,1.00,2.87,5.970,0.7840,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,157,70,356,356,0,deterministic,0,5524,4,1
11,4011,1,success,619,115,120,500,500,3,11.94,4,1,1,1,0,0.406,2.00,1.00,2.98,5.904,0.9100,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,480,443,89,480,0,deterministic,0,6128,8,1
12,4012,1,success,615,111,116,500,500,3,13.20,5,2,1,1,0,0.548,2.00,1.00,3.03,4.091,0.8901,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,470,397,275,470,0,deterministic,0,6747,7,1
13,4013,1,success,595,87,96,500,500,3,47.58,5,2,1,1,0,1.767,2.00,1.00,3.60,2.309,0.9034,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,133,2,333,333,0,deterministic,0,7362,2,1
14,4014,1,success,639,127,140,500,500,3,23.16,4,1,1,1,0,1.194,2.00,1.00,3.79,4.324,0.8810,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,468,24,148,468,0,deterministic,0,7957,7,1
15,4015,1,success,609,102,110,500,500,3,48.53,4,1,1,1,0,2.207,2.00,1.00,1.79,3.064,0.8827,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,57,218,446,446,0,deterministic,0,8596,6,1
16,4016,1,success,597,87,98,500,500,3,25.00,5,1,1,1,0,0.936,2.00,1.00,2.45,6.204,0.8612,0.10,0.200,1.00,0.00,0.987,1.066,0.978,0.856,1.183,0.850,2.017,0.558,1.234,10,01101111001111,1.026,10.0,293,462,127,462,0,deterministic,0,9205,5,1
