episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,585,74,86,500,500,3,21.15,6,3,1,1,0,0.742,2.00,1.00,3.25,1.459,0.7858,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,591,79,92,500,500,3,39.11,6,4,1,1,0,1.784,2.00,1.00,4.10,1.762,0.9331,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,434,28,481,481,0,deterministic,0,586,6,1
3,4003,1,success,579,70,80,500,500,3,46.22,5,3,1,1,0,1.720,2.00,1.00,3.74,1.546,0.9045,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,315,122,338,338,0,deterministic,0,1177,7,1
4,4004,1,success,577,72,78,500,500,3,24.94,5,3,1,1,0,0.882,2.00,1.00,3.77,1.553,0.8157,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,229,291,315,315,0,deterministic,0,1756,6,1
5,4005,1,success,584,72,85,500,500,3,26.20,4,3,1,1,0,0.914,2.00,1.00,3.94,1.750,0.8137,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,494,300,370,494,0,deterministic,0,2333,3,1
6,4006,1,success,579,71,80,500,500,3,31.21,6,3,1,1,0,1.358,2.00,1.00,3.87,1.580,0.9134,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,135,209,354,354,0,deterministic,0,2917,7,1
7,4007,1,success,589,80,90,500,500,3,37.29,7,4,1,1,0,1.420,2.00,1.00,4.55,1.518,0.9202,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,184,76,299,299,0,deterministic,0,3496,6,1
8,4008,1,success,591,79,92,500,500,3,40.70,8,4,1,0,0,1.399,2.00,1.00,3.94,1.365,0.9429,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,429,312,53,429,0,deterministic,0,4085,5,1
9,4009,1,success,590,80,91,500,500,3,37.64,6,4,1,1,0,1.418,2.00,1.00,4.08,1.633,0.9342,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,398,371,295,398,0,deterministic,0,4676,6,1
10,4010,1,success,583,79,84,500,500,3,53.46,8,4,1,1,0,1.939,2.00,1.00,3.36,1.470,0.8096,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,157,70,356,356,0,deterministic,0,5266,6,1
11,4011,1,success,583,74,84,500,500,3,11.94,5,4,1,1,0,0.406,2.00,1.00,2.84,1.176,0.9333,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,480,443,89,480,0,deterministic,0,5849,9,1
