episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,594,89,95,500,500,3,15.87,4,3,1,0,0,0.371,3.00,1.00,2.76,0.290,0.7050,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,600,95,101,500,500,3,29.33,4,2,1,1,0,0.892,3.00,1.00,1.65,0.340,0.8891,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,434,28,481,481,0,deterministic,0,595,5,1
3,4003,1,success,605,89,106,500,500,3,34.67,3,2,1,0,0,0.860,3.00,1.00,3.04,0.385,0.7993,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,315,122,338,338,0,deterministic,0,1195,5,1
4,4004,1,success,595,84,96,500,500,3,18.70,3,2,1,1,1,0.441,3.00,1.00,3.10,0.372,0.5755,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,229,291,315,315,0,deterministic,0,1800,0,1
5,4005,1,success,593,77,94,500,500,3,19.65,4,3,1,0,0,0.457,3.00,1.00,2.75,0.447,0.7457,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,494,300,370,494,0,deterministic,0,2395,5,1
6,4006,1,success,596,85,97,500,500,3,23.41,4,3,1,1,0,0.679,3.00,1.00,3.24,0.450,0.8334,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,135,209,354,354,0,deterministic,0,2988,8,1
7,4007,1,success,612,104,113,500,500,3,27.97,3,2,1,1,1,0.710,3.00,1.00,2.22,0.316,0.8677,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,184,76,299,299,0,deterministic,0,3584,4,1
8,4008,1,success,611,100,112,500,500,3,30.53,4,3,1,0,0,0.700,3.00,1.00,2.11,0.350,0.9057,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,429,312,53,429,0,deterministic,0,4196,6,1
9,4009,1,success,609,96,110,500,500,3,28.23,5,3,1,1,1,0.709,3.00,1.00,2.85,0.319,0.8900,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,398,371,295,398,0,deterministic,0,4807,7,1
10,4010,1,success,591,81,92,500,500,3,40.09,4,3,1,0,1,0.969,3.00,1.00,2.48,0.342,0.6828,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,157,70,356,356,0,deterministic,0,5416,6,1
11,4011,1,success,598,93,99,500,500,3,8.96,4,3,1,1,1,0.203,3.00,1.00,3.14,0.263,0.9035,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,480,443,89,480,0,deterministic,0,6007,7,1
12,4012,1,success,598,87,99,500,500,3,9.90,5,3,1,1,0,0.274,3.00,1.00,2.91,0.370,0.8829,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,470,397,275,470,0,deterministic,0,6605,5,1
13,4013,0,drop,105,86,92,13,500,1,34.06,0,0,0,0,0,0.884,3.00,1.00,3.07,0.182,0.3753,0.10,0.052,0.00,-0.20,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,133,2,333,2,0,deterministic,0,7203,3,1
14,4014,1,success,597,92,98,500,500,3,17.37,3,2,1,0,0,0.597,3.00,1.00,1.61,0.377,0.8417,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,468,24,148,468,0,deterministic,0,7308,8,1
15,4015,1,success,592,83,93,500,500,3,36.39,3,2,1,1,0,1.104,3.00,1.00,2.21,0.358,0.8398,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,57,218,446,446,0,deterministic,0,7905,5,1
16,4016,1,success,599,86,100,500,500,3,18.75,4,3,1,1,1,0.468,3.00,1.00,2.95,0.315,0.8545,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,293,462,127,462,0,deterministic,0,8497,7,1
17,4017,1,success,589,84,90,500,500,3,14.08,4,3,1,0,0,0.371,3.00,1.00,2.45,0.300,0.9035,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,437,320,378,437,0,deterministic,0,9096,6,1
18,4018,1,success,611,102,112,500,500,3,25.46,5,3,1,1,0,0.671,3.00,1.00,2.81,0.372,0.9028,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,240,420,162,420,0,deterministic,0,9685,5,1
19,4019,1,success,609,102,110,500,500,3,19.34,4,2,1,0,0,0.561,3.00,1.00,2.97,0.352,0.8675,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,288,413,489,489,0,deterministic,0,10296,6,1
20,4020,1,success,600,87,101,500,500,3,20.06,3,2,1,1,0,0.481,3.00,1.00,2.26,0.302,0.8013,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,17,432,493,493,0,deterministic,0,10905,5,1
21,4021,1,success,598,87,99,500,500,3,19.71,4,3,1,0,0,0.571,3.00,1.00,2.95,0.327,0.6963,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,404,411,488,488,0,deterministic,0,11505,5,1
22,4022,1,success,603,94,104,500,500,3,31.62,3,2,1,1,0,1.041,3.00,1.00,4.20,0.381,0.8465,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,281,218,208,281,0,deterministic,0,12103,3,1
23,4023,1,success,587,75,88,500,500,3,13.15,3,2,1,1,0,0.307,3.00,1.00,2.70,0.328,0.8434,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,124,428,30,428,0,deterministic,0,12706,6,1
24,4024,1,success,590,79,91,500,500,3,8.61,3,2,1,0,0,0.202,3.00,1.00,3.46,0.295,0.8267,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,208,99,454,454,0,deterministic,0,13293,3,1
25,4025,1,success,610,98,111,500,500,3,44.58,6,3,1,0,0,1.430,3.00,1.00,2.50,0.369,0.8777,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,494,409,111,494,0,deterministic,0,13883,3,1
26,4026,1,success,613,102,114,500,500,3,35.39,4,3,1,1,0,1.064,3.00,1.00,1.67,0.367,0.8418,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,126,325,433,433,0,deterministic,0,14493,3,1
27,4027,1,success,609,98,110,500,500,3,19.41,4,3,1,0,0,0.481,3.00,1.00,4.92,0.350,0.8694,0.10,0.200,1.00,0.00,1.059,1.121,0.952,1.111,1.102,1.011,1.119,0.620,1.369,11,11111101111001,1.048,10.0,274,169,170,274,0,deterministic,0,15106,6,1
