episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,585,74,86,500,500,3,10.58,6,3,1,1,0,0.742,1.00,1.00,3.25,1.476,0.7858,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,591,78,92,500,500,3,19.55,6,4,1,1,0,1.784,1.00,1.00,2.27,1.919,0.9325,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,434,28,481,481,0,deterministic,0,586,6,1
3,4003,1,success,579,70,80,500,500,3,23.11,6,4,1,1,0,1.720,1.00,1.00,3.63,1.514,0.9019,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,315,122,338,338,0,deterministic,0,1177,7,1
4,4004,1,success,580,73,81,500,500,3,12.47,7,3,1,1,0,0.882,1.00,1.00,3.43,1.377,0.8213,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,229,291,315,315,0,deterministic,0,1756,6,1
5,4005,1,success,579,70,80,500,500,3,13.10,4,3,1,1,0,0.914,1.00,1.00,1.74,1.386,0.8150,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,494,300,370,494,0,deterministic,0,2336,6,1
6,4006,1,success,581,73,82,500,500,3,15.61,6,3,1,1,0,1.358,1.00,1.00,4.03,1.368,0.9073,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,135,209,354,354,0,deterministic,0,2915,5,1
7,4007,1,success,589,81,90,500,500,3,18.65,6,4,1,1,0,1.420,1.00,1.00,3.73,1.396,0.9186,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,184,76,299,299,0,deterministic,0,3496,6,1
8,4008,1,success,591,79,92,500,500,3,20.35,6,4,1,1,0,1.399,1.00,1.00,4.09,1.386,0.9359,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,429,312,53,429,0,deterministic,0,4085,5,1
9,4009,1,success,589,80,90,500,500,3,18.82,6,4,1,1,0,1.418,1.00,1.00,4.09,1.512,0.9351,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,398,371,295,398,0,deterministic,0,4676,6,1
10,4010,1,success,584,70,85,500,500,3,26.73,6,3,1,1,0,1.939,1.00,1.00,4.74,1.868,0.7803,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,157,70,356,356,0,deterministic,0,5265,5,1
11,4011,1,success,585,73,86,500,500,3,5.97,7,4,1,1,0,0.406,1.00,1.00,3.33,1.071,0.9331,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,480,443,89,480,0,deterministic,0,5849,9,1
12,4012,1,success,582,73,83,500,500,3,6.60,5,3,1,1,0,0.548,1.00,1.00,2.97,1.341,0.9083,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,470,397,275,470,0,deterministic,0,6434,4,1
13,4013,1,success,576,65,77,500,500,3,23.79,7,4,1,1,0,1.767,1.00,1.00,5.24,1.428,0.9195,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,133,2,333,333,0,deterministic,0,7016,6,1
14,4014,1,success,587,79,88,500,500,3,11.58,5,3,1,1,0,1.194,1.00,1.00,3.20,1.435,0.9017,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,468,24,148,468,0,deterministic,0,7592,2,1
15,4015,1,success,576,62,77,500,500,3,24.26,6,4,1,1,0,2.207,1.00,1.00,4.50,1.714,0.9108,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,57,218,446,446,0,deterministic,0,8179,9,1
16,4016,1,success,580,73,81,500,500,3,12.50,5,3,1,1,0,0.936,1.00,1.00,4.14,1.229,0.9017,0.10,0.200,1.00,0.00,1.009,1.165,0.996,0.817,1.157,0.909,1.502,0.555,1.313,13,11111111110111,1.065,10.0,293,462,127,462,0,deterministic,0,8755,5,1
