episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,583,73,84,500,500,3,10.58,8,4,1,1,0,0.742,1.00,1.00,2.16,1.549,0.8008,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,592,83,93,500,500,3,19.55,5,3,1,0,0,1.784,1.00,1.00,2.36,1.134,0.9250,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,434,28,481,481,0,deterministic,0,584,4,1
3,4003,1,success,590,76,91,500,500,3,23.11,5,4,1,1,0,1.720,1.00,1.00,3.10,1.443,0.8841,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,315,122,338,338,0,deterministic,0,1176,6,1
4,4004,1,success,582,65,83,500,500,3,12.47,6,4,1,1,0,0.882,1.00,1.00,3.35,1.366,0.8067,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,229,291,315,315,0,deterministic,0,1766,6,1
5,4005,1,success,577,67,78,500,500,3,13.10,7,4,1,1,0,0.914,1.00,1.00,2.91,1.563,0.8414,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,494,300,370,494,0,deterministic,0,2348,8,1
6,4006,1,success,586,76,87,500,500,3,15.61,6,4,1,1,0,1.358,1.00,1.00,2.76,1.200,0.9152,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,135,209,354,354,0,deterministic,0,2925,5,1
7,4007,1,success,594,86,95,500,500,3,18.65,4,3,1,1,0,1.420,1.00,1.00,2.16,0.873,0.9328,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,184,76,299,299,0,deterministic,0,3511,1,1
8,4008,1,success,591,80,92,500,500,3,20.35,7,4,1,0,0,1.399,1.00,1.00,2.69,1.105,0.9337,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,429,312,53,429,0,deterministic,0,4105,5,1
9,4009,1,success,588,83,89,500,500,3,18.82,4,3,1,1,0,1.418,1.00,1.00,2.11,1.027,0.9314,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,398,371,295,398,0,deterministic,0,4696,6,1
10,4010,1,success,580,73,81,500,500,3,26.73,5,4,1,1,0,1.939,1.00,1.00,2.77,2.129,0.7887,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,157,70,356,356,0,deterministic,0,5284,4,1
11,4011,1,success,617,110,118,500,500,3,5.97,7,4,1,1,0,0.406,1.00,1.00,1.39,1.295,0.9357,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,480,443,89,480,0,deterministic,0,5864,4,1
12,4012,1,success,586,76,87,500,500,3,6.60,9,3,1,1,0,0.548,1.00,1.00,2.80,1.522,0.8981,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,470,397,275,470,0,deterministic,0,6481,1,1
13,4013,1,success,579,68,80,500,500,3,23.79,4,3,1,0,0,1.767,1.00,1.00,2.66,1.383,0.9083,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,133,2,333,333,0,deterministic,0,7067,7,1
14,4014,1,success,588,75,89,500,500,3,11.58,6,4,1,1,0,1.194,1.00,1.00,2.42,1.049,0.9048,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,468,24,148,468,0,deterministic,0,7646,6,1
15,4015,1,success,582,71,83,500,500,3,24.26,4,3,1,1,0,2.207,1.00,1.00,3.22,1.572,0.9123,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,57,218,446,446,0,deterministic,0,8234,4,1
