episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,584,78,85,500,500,3,10.58,6,3,1,1,0,0.742,1.00,1.00,3.51,4.386,0.7875,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,600,91,101,500,500,3,19.55,6,2,1,1,0,1.784,1.00,1.00,2.71,3.814,0.9164,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,434,28,481,481,0,deterministic,0,585,5,1
3,4003,1,success,587,81,88,500,500,3,23.11,6,2,1,1,0,1.720,1.00,1.00,2.78,4.114,0.8811,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,315,122,338,338,0,deterministic,0,1185,5,1
4,4004,1,success,583,72,84,500,500,3,12.47,7,3,1,1,0,0.882,1.00,1.00,3.36,4.183,0.8034,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,229,291,315,315,0,deterministic,0,1772,2,1
5,4005,1,success,581,70,82,500,500,3,13.10,7,2,1,1,0,0.914,1.00,1.00,3.14,4.278,0.7977,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,494,300,370,494,0,deterministic,0,2355,5,1
6,4006,1,success,589,78,90,500,500,3,15.61,6,2,1,1,0,1.358,1.00,1.00,2.97,4.284,0.9053,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,135,209,354,354,0,deterministic,0,2936,6,1
7,4007,1,success,598,91,99,500,500,3,18.65,6,2,1,1,0,1.420,1.00,1.00,3.37,3.935,0.9169,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,184,76,299,299,0,deterministic,0,3525,5,1
8,4008,1,success,601,89,102,500,500,3,20.35,6,2,1,1,0,1.399,1.00,1.00,3.07,3.947,0.9288,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,429,312,53,429,0,deterministic,0,4123,3,1
9,4009,1,success,601,94,102,500,500,3,18.82,6,3,1,1,0,1.418,1.00,1.00,3.26,3.909,0.9291,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,398,371,295,398,0,deterministic,0,4724,4,1
10,4010,1,success,586,73,87,500,500,3,26.73,7,2,1,1,0,1.939,1.00,1.00,2.99,4.475,0.7668,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,157,70,356,356,0,deterministic,0,5325,5,1
11,4011,1,success,596,90,97,500,500,3,5.97,6,2,1,1,0,0.406,1.00,1.00,2.50,3.217,0.9141,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,480,443,89,480,0,deterministic,0,5911,1,1
12,4012,1,success,585,78,86,500,500,3,6.60,6,2,1,1,0,0.548,1.00,1.00,3.53,4.126,0.8944,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,470,397,275,470,0,deterministic,0,6507,7,1
13,4013,1,success,591,81,92,500,500,3,23.79,7,3,1,1,0,1.767,1.00,1.00,3.51,4.112,0.9098,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,133,2,333,333,0,deterministic,0,7092,2,1
14,4014,1,success,589,84,90,500,500,3,11.58,7,3,1,1,0,1.194,1.00,1.00,2.51,3.940,0.8914,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,468,24,148,468,0,deterministic,0,7683,3,1
15,4015,1,success,595,84,96,500,500,3,24.26,6,3,1,1,0,2.207,1.00,1.00,3.32,4.021,0.8857,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,57,218,446,446,0,deterministic,0,8272,2,1
16,4016,1,success,587,75,88,500,500,3,12.50,6,2,1,1,0,0.936,1.00,1.00,2.22,4.076,0.8929,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,293,462,127,462,0,deterministic,0,8867,7,1
17,4017,1,success,590,78,91,500,500,3,9.39,6,2,1,1,0,0.741,1.00,1.00,3.08,4.120,0.9297,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,437,320,378,437,0,deterministic,0,9454,4,1
18,4018,1,success,599,92,100,500,500,3,16.97,7,2,1,1,0,1.342,1.00,1.00,4.36,4.193,0.9078,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,240,420,162,420,0,deterministic,0,10044,4,1
19,4019,1,success,592,85,93,500,500,3,12.90,7,3,1,1,0,1.122,1.00,1.00,4.96,3.939,0.9060,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,288,413,489,489,0,deterministic,0,10643,3,1
20,4020,1,success,595,80,96,500,500,3,13.38,5,2,1,1,0,0.963,1.00,1.00,3.52,4.121,0.8614,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,17,432,493,493,0,deterministic,0,11235,5,1
21,4021,1,success,581,68,82,500,500,3,13.14,7,3,1,1,0,1.143,1.00,1.00,4.49,4.460,0.7966,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,404,411,488,488,0,deterministic,0,11830,0,1
22,4022,1,success,594,88,95,500,500,3,21.08,6,2,1,1,0,2.082,1.00,1.00,3.76,4.050,0.8907,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,281,218,208,281,0,deterministic,0,12411,1,1
23,4023,1,success,580,75,81,500,500,3,8.77,7,2,1,1,0,0.615,1.00,1.00,4.42,4.204,0.8781,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,124,428,30,428,0,deterministic,0,13005,5,1
24,4024,1,success,578,74,79,500,500,3,5.74,7,3,1,1,0,0.405,1.00,1.00,2.64,4.022,0.8812,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,208,99,454,454,0,deterministic,0,13585,5,1
25,4025,1,success,594,84,95,500,500,3,29.72,6,2,1,1,0,2.860,1.00,1.00,2.74,3.825,0.9130,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,494,409,111,494,0,deterministic,0,14163,3,1
26,4026,1,success,599,91,100,500,500,3,23.59,7,2,1,1,0,2.129,1.00,1.00,2.20,4.359,0.9002,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,126,325,433,433,0,deterministic,0,14757,7,1
27,4027,1,success,600,85,101,500,500,3,12.94,6,3,1,1,0,0.963,1.00,1.00,3.03,4.337,0.8947,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,274,169,170,274,0,deterministic,0,15356,6,1
28,4028,1,success,589,84,90,500,500,3,18.25,6,2,1,1,0,1.425,1.00,1.00,3.09,4.223,0.8438,0.10,0.200,1.00,0.00,0.998,0.840,1.066,1.169,1.055,0.862,1.655,0.699,1.183,10,11110111001110,0.937,10.0,445,231,150,445,0,deterministic,0,15956,6,1
