episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,583,73,84,500,500,3,21.15,8,4,1,1,0,0.742,2.00,1.00,2.16,1.582,0.8042,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,593,81,94,500,500,3,39.11,5,3,1,0,0,1.784,2.00,1.00,2.71,1.205,0.9199,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,434,28,481,481,0,deterministic,0,584,4,1
3,4003,1,success,588,74,89,500,500,3,46.22,4,3,1,1,1,1.720,2.00,1.00,3.04,1.501,0.8780,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,315,122,338,338,0,deterministic,0,1177,7,1
4,4004,1,success,584,66,85,500,500,3,24.90,9,4,1,1,0,0.882,2.00,1.00,3.13,1.695,0.8271,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,471,328,60,471,0,deterministic,0,1765,5,1
5,4005,1,success,575,70,76,500,500,3,26.20,6,4,1,0,0,0.914,2.00,1.00,1.79,1.473,0.8271,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,494,300,370,494,0,deterministic,0,2349,9,1
6,4006,1,success,589,77,90,500,500,3,31.21,4,3,1,1,0,1.358,2.00,1.00,2.90,1.478,0.9004,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,135,209,354,354,0,deterministic,0,2924,4,1
7,4007,1,success,592,85,93,500,500,3,37.29,4,3,1,1,0,1.420,2.00,1.00,2.21,1.059,0.9264,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,184,76,299,299,0,deterministic,0,3513,3,1
8,4008,1,success,593,79,94,500,500,3,40.70,5,3,1,0,0,1.399,2.00,1.00,2.91,1.112,0.9209,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,429,312,53,429,0,deterministic,0,4105,5,1
9,4009,1,success,587,73,88,500,500,3,37.64,4,3,1,1,0,1.418,2.00,1.00,2.57,1.004,0.9309,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,398,371,295,398,0,deterministic,0,4698,8,1
10,4010,1,success,577,67,78,500,500,3,53.46,4,3,1,1,0,1.939,2.00,1.00,3.19,1.967,0.7778,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,157,70,356,356,0,deterministic,0,5285,5,1
11,4011,1,success,772,270,273,500,500,3,11.94,7,4,1,1,0,0.406,2.00,1.00,2.18,1.584,0.9420,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,480,443,89,480,0,deterministic,0,5862,2,1
12,4012,1,success,581,74,82,500,500,3,13.20,7,3,1,1,0,0.548,2.00,1.00,2.81,1.466,0.8999,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,470,397,275,470,0,deterministic,0,6634,4,1
13,4013,1,success,581,70,82,500,500,3,47.58,4,3,1,0,0,1.767,2.00,1.00,2.82,1.376,0.9012,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,133,2,333,333,0,deterministic,0,7215,5,1
14,4014,1,success,588,75,89,500,500,3,23.16,6,4,1,1,0,1.194,2.00,1.00,2.41,1.088,0.8973,0.10,0.200,1.00,0.00,0.934,0.827,1.042,0.928,1.054,0.822,1.399,0.706,1.289,11,11111110010111,0.931,10.0,468,24,148,468,0,deterministic,0,7796,6,1
