episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,573,68,74,500,500,3,10.58,7,2,1,1,0,0.742,1.00,1.00,2.11,4.217,0.8042,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,591,78,92,500,500,3,19.55,7,2,1,1,0,1.784,1.00,1.00,3.57,3.319,0.9320,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,434,28,481,481,0,deterministic,0,574,4,1
3,4003,1,success,584,76,85,500,500,3,23.11,9,3,1,1,0,1.720,1.00,1.00,3.22,3.001,0.9048,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,315,122,338,338,0,deterministic,0,1165,5,1
4,4004,1,success,573,64,74,500,500,3,12.47,8,2,1,1,0,0.882,1.00,1.00,2.85,5.259,0.8104,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,229,291,315,315,0,deterministic,0,1749,9,1
5,4005,1,success,583,71,84,500,500,3,13.10,9,3,1,1,0,0.914,1.00,1.00,3.50,3.465,0.8317,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,494,300,370,494,0,deterministic,0,2322,2,1
6,4006,1,success,580,75,81,500,500,3,15.61,8,2,1,1,0,1.358,1.00,1.00,2.78,4.207,0.9139,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,135,209,354,354,0,deterministic,0,2905,5,1
7,4007,1,success,598,88,99,500,500,3,18.65,7,2,1,1,0,1.420,1.00,1.00,3.46,2.769,0.9279,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,184,76,299,299,0,deterministic,0,3485,5,1
8,4008,1,success,599,88,100,500,500,3,20.35,7,2,1,1,0,1.399,1.00,1.00,3.34,2.886,0.9371,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,429,312,53,429,0,deterministic,0,4083,3,1
9,4009,1,success,602,94,103,500,500,3,18.82,8,3,1,1,0,1.418,1.00,1.00,3.44,2.528,0.9383,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,398,371,295,398,0,deterministic,0,4682,2,1
10,4010,1,success,582,68,83,500,500,3,26.73,7,2,1,1,0,1.939,1.00,1.00,2.93,4.207,0.7957,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,157,70,356,356,0,deterministic,0,5284,4,1
11,4011,1,success,578,74,79,500,500,3,5.97,9,3,1,1,0,0.406,1.00,1.00,2.76,2.260,0.9394,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,480,443,89,480,0,deterministic,0,5866,6,1
12,4012,1,success,584,77,85,500,500,3,6.60,7,2,1,1,0,0.548,1.00,1.00,3.31,3.699,0.8983,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,470,397,275,470,0,deterministic,0,6444,4,1
13,4013,1,success,574,64,75,500,500,3,23.79,7,2,1,1,0,1.767,1.00,1.00,2.60,3.581,0.9163,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,133,2,333,333,0,deterministic,0,7028,8,1
14,4014,1,success,590,79,91,500,500,3,11.58,8,3,1,1,0,1.194,1.00,1.00,3.37,3.233,0.9006,0.10,0.200,1.00,0.00,0.962,0.807,0.944,1.170,0.895,0.993,1.559,0.659,1.008,11,01101011111111,0.923,10.0,468,24,148,468,0,deterministic,0,7602,2,1
