episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,584,74,85,500,500,3,10.58,6,3,1,1,0,0.742,1.00,1.00,4.43,3.052,0.8042,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,1,success,591,85,92,500,500,3,19.55,6,3,1,1,0,1.784,1.00,1.00,3.95,3.028,0.9384,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,434,28,481,481,0,deterministic,0,585,5,1
3,4003,1,success,589,80,90,500,500,3,23.11,6,4,1,1,0,1.720,1.00,1.00,4.46,3.237,0.9023,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,315,122,338,338,0,deterministic,0,1176,6,1
4,4004,1,success,579,67,80,500,500,3,12.47,6,3,1,1,0,0.882,1.00,1.00,4.82,2.658,0.8201,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,229,291,315,315,0,deterministic,0,1765,5,1
5,4005,1,success,570,65,71,500,500,3,13.10,6,3,1,1,0,0.914,1.00,1.00,3.98,2.427,0.8324,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,494,300,370,494,0,deterministic,0,2344,4,1
6,4006,1,success,591,82,92,500,500,3,15.61,6,3,1,1,0,1.358,1.00,1.00,5.18,3.034,0.9132,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,135,209,354,354,0,deterministic,0,2914,4,1
7,4007,1,success,600,91,101,500,500,3,18.65,6,3,1,1,0,1.420,1.00,1.00,5.25,2.480,0.9302,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,184,76,299,299,0,deterministic,0,3505,5,1
8,4008,1,success,590,84,91,500,500,3,20.35,7,4,1,1,0,1.399,1.00,1.00,3.52,2.933,0.9467,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,429,312,53,429,0,deterministic,0,4105,5,1
9,4009,1,success,599,87,100,500,500,3,18.82,6,3,1,1,0,1.418,1.00,1.00,3.93,3.056,0.9374,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,398,371,295,398,0,deterministic,0,4695,5,1
10,4010,1,success,572,62,73,500,500,3,26.73,7,3,1,1,0,1.939,1.00,1.00,4.77,3.266,0.8012,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,157,70,356,356,0,deterministic,0,5294,4,1
11,4011,1,success,589,82,90,500,500,3,5.97,8,3,1,1,0,0.406,1.00,1.00,4.01,1.870,0.9238,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,480,443,89,480,0,deterministic,0,5866,6,1
12,4012,1,success,589,78,90,500,500,3,6.60,6,3,1,1,0,0.548,1.00,1.00,3.91,2.306,0.9123,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,470,397,275,470,0,deterministic,0,6455,5,1
13,4013,1,success,581,73,82,500,500,3,23.79,5,3,1,1,0,1.767,1.00,1.00,3.95,3.189,0.9231,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,133,2,333,333,0,deterministic,0,7044,4,1
14,4014,1,success,591,80,92,500,500,3,11.58,6,3,1,1,0,1.194,1.00,1.00,4.80,3.213,0.8932,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,468,24,148,468,0,deterministic,0,7625,5,1
15,4015,1,success,589,77,90,500,500,3,24.26,7,4,1,1,0,2.207,1.00,1.00,5.48,3.094,0.9177,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,57,218,446,446,0,deterministic,0,8216,6,1
16,4016,1,success,588,78,89,500,500,3,12.50,6,3,1,1,0,0.936,1.00,1.00,5.11,2.854,0.8998,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,293,462,127,462,0,deterministic,0,8805,5,1
17,4017,1,success,582,76,83,500,500,3,9.39,6,3,1,1,0,0.741,1.00,1.00,4.00,2.304,0.9369,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,437,320,378,437,0,deterministic,0,9393,3,1
18,4018,1,success,590,85,91,500,500,3,16.97,6,3,1,1,0,1.342,1.00,1.00,3.99,3.486,0.9312,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,240,420,162,420,0,deterministic,0,9975,5,1
19,4019,1,success,591,78,92,500,500,3,12.90,7,3,1,1,0,1.122,1.00,1.00,4.10,2.930,0.9326,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,288,413,489,489,0,deterministic,0,10565,5,1
20,4020,1,success,579,71,80,500,500,3,13.38,6,3,1,1,0,0.963,1.00,1.00,3.94,2.115,0.8942,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,17,432,493,493,0,deterministic,0,11156,6,1
21,4021,1,success,578,66,79,500,500,3,13.14,5,3,1,1,0,1.143,1.00,1.00,5.41,3.274,0.8371,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,404,411,488,488,0,deterministic,0,11735,5,1
22,4022,1,success,583,77,84,500,500,3,21.08,6,3,1,1,0,2.082,1.00,1.00,4.28,2.877,0.9132,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,281,218,208,281,0,deterministic,0,12313,3,1
23,4023,1,success,569,62,70,500,500,3,8.77,6,3,1,1,0,0.615,1.00,1.00,3.38,2.698,0.9090,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,124,428,30,428,0,deterministic,0,12896,6,1
24,4024,1,success,577,67,78,500,500,3,5.74,6,3,1,1,0,0.405,1.00,1.00,4.00,2.223,0.8850,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,208,99,454,454,0,deterministic,0,13465,5,1
25,4025,1,success,595,86,96,500,500,3,29.72,5,4,1,1,0,2.860,1.00,1.00,3.82,3.364,0.9310,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,494,409,111,494,0,deterministic,0,14042,2,1
26,4026,1,success,599,87,100,500,500,3,23.59,6,3,1,1,0,2.129,1.00,1.00,5.24,3.727,0.9246,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,126,325,433,433,0,deterministic,0,14637,7,1
27,4027,1,success,600,85,101,500,500,3,12.94,6,3,1,1,0,0.963,1.00,1.00,5.09,3.201,0.9102,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,274,169,170,274,0,deterministic,0,15236,6,1
28,4028,1,success,580,74,81,500,500,3,18.25,6,3,1,1,0,1.425,1.00,1.00,4.70,3.029,0.8736,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,445,231,150,445,0,deterministic,0,15836,6,1
29,4029,1,success,579,73,80,500,500,3,26.89,6,3,1,1,0,1.981,1.00,1.00,3.64,2.745,0.9291,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,63,252,246,252,0,deterministic,0,16416,6,1
30,4030,1,success,587,76,88,500,500,3,7.46,6,3,1,1,0,0.544,1.00,1.00,3.70,2.447,0.8890,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,214,105,174,214,0,deterministic,0,16995,5,1
31,4031,1,success,602,98,103,500,500,3,6.32,5,2,1,1,0,0.640,1.00,1.00,4.16,2.156,0.9452,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,69,318,373,373,0,deterministic,0,17582,2,1
32,4032,1,success,582,75,83,500,500,3,17.95,6,3,1,1,0,1.810,1.00,1.00,5.06,2.873,0.8620,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,138,166,494,494,0,deterministic,0,18184,4,1
33,4033,1,success,581,73,82,500,500,3,34.71,5,3,1,1,0,2.746,1.00,1.00,4.06,3.358,0.9300,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,234,5,266,266,0,deterministic,0,18766,6,1
34,4034,1,success,575,64,76,500,500,3,6.11,6,3,1,1,0,0.449,1.00,1.00,4.49,2.291,0.8427,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,487,452,63,487,0,deterministic,0,19347,7,1
35,4035,1,success,582,76,83,500,500,3,10.61,6,3,1,1,0,0.809,1.00,1.00,3.71,2.290,0.8918,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,272,2,170,272,0,deterministic,0,19922,2,1
36,4036,1,success,570,66,71,500,500,3,11.40,6,3,1,1,0,0.862,1.00,1.00,3.42,2.418,0.7854,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,264,151,93,264,0,deterministic,0,20504,4,1
37,4037,1,success,591,77,92,500,500,3,31.32,7,4,1,1,0,2.464,1.00,1.00,4.37,2.625,0.8878,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,382,394,412,412,0,deterministic,0,21074,4,1
38,4038,1,success,599,86,100,500,500,3,14.06,6,4,1,1,0,1.098,1.00,1.00,3.97,2.831,0.9417,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,209,222,259,259,0,deterministic,0,21665,5,1
39,4039,1,success,581,71,82,500,500,3,15.38,7,3,1,1,0,1.124,1.00,1.00,4.20,3.062,0.9141,0.10,0.200,1.00,0.00,0.960,0.893,1.084,0.897,0.853,1.071,1.380,0.753,1.263,11,11010110111111,0.958,10.0,82,39,354,354,0,deterministic,0,22264,4,1
