episode,seed,success,endReason,steps,transitionStep,stepsToLift,holdSteps,holdNeeded,pulses,maxPulseN,contacts,distinctFingers,thumb,palm,forearm,mass,perturbScale,mu,maxPenMm,gripTorqueMean,retShaping,retPhase,retHold,retBonus,retDrop,lenMean,lenIndex,lenMiddle,lenRing,lenPinky,lenThumb,kFingerMean,zetaMean,inertiaScaleMean,activeGroups,mask,handSpanRatio,dtMs,pulseStep1,pulseStep2,pulseStep3,lastPulseStep,pulseActiveAtDrop,head_mode,maxStepTimeout,academyStepAtBegin,phaseAtBegin,warmupSteps
1,4001,1,success,594,81,95,500,500,3,5.29,5,4,1,1,0,0.371,1.00,1.00,2.18,0.320,0.7908,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,282,147,268,282,0,deterministic,0,1,1,1
2,4002,0,drop,266,93,259,7,500,0,0.00,5,3,1,1,0,0.892,1.00,1.00,4.17,0.439,0.9106,0.10,0.028,0.00,-0.20,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,434,28,481,-1,0,deterministic,0,595,5,1
3,4003,1,success,643,101,144,500,500,3,10.53,5,4,1,1,0,0.860,1.00,1.00,2.03,0.400,0.8863,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,237,331,426,426,0,deterministic,0,861,1,1
4,4004,1,success,619,77,120,500,500,3,6.23,5,4,1,1,0,0.441,1.00,1.00,2.46,0.357,0.7251,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,229,291,315,315,0,deterministic,0,1504,4,1
5,4005,1,success,590,86,91,500,500,3,6.55,5,4,1,1,0,0.457,1.00,1.00,5.15,0.381,0.7508,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,494,300,370,494,0,deterministic,0,2123,3,1
6,4006,1,success,593,83,94,500,500,3,7.80,5,4,1,1,0,0.679,1.00,1.00,2.04,0.371,0.8976,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,135,209,354,354,0,deterministic,0,2713,3,1
7,4007,1,success,607,95,108,500,500,3,9.32,4,3,1,1,0,0.710,1.00,1.00,1.80,0.252,0.9110,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,184,76,299,299,0,deterministic,0,3306,6,1
8,4008,1,success,605,89,106,500,500,3,10.18,5,4,1,1,0,0.700,1.00,1.00,2.38,0.380,0.9259,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,429,312,53,429,0,deterministic,0,3913,3,1
9,4009,1,success,598,92,99,500,500,3,9.41,4,3,1,1,1,0.709,1.00,1.00,1.54,0.249,0.9238,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,398,371,295,398,0,deterministic,0,4518,8,1
10,4010,1,success,582,71,83,500,500,3,13.36,5,4,1,1,0,0.969,1.00,1.00,2.37,0.454,0.7604,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,157,70,356,356,0,deterministic,0,5116,6,1
11,4011,1,success,587,82,88,500,500,3,2.99,4,3,1,1,0,0.203,1.00,1.00,1.41,0.238,0.9320,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,480,443,89,480,0,deterministic,0,5698,8,1
12,4012,1,success,593,84,94,500,500,3,3.30,5,4,1,1,0,0.274,1.00,1.00,2.30,0.286,0.8949,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,470,397,275,470,0,deterministic,0,6285,5,1
13,4013,1,success,581,72,82,500,500,3,11.90,5,3,1,0,0,0.884,1.00,1.00,3.08,0.405,0.8764,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,133,2,333,333,0,deterministic,0,6878,8,1
14,4014,1,success,597,86,98,500,500,3,5.79,5,4,1,1,0,0.597,1.00,1.00,2.23,0.269,0.8798,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,468,24,148,468,0,deterministic,0,7459,9,1
15,4015,1,success,597,82,98,500,500,3,12.13,4,3,1,0,0,1.104,1.00,1.00,3.64,0.403,0.8639,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,57,218,446,446,0,deterministic,0,8056,6,1
16,4016,1,success,611,88,112,500,500,3,6.25,5,4,1,1,0,0.468,1.00,1.00,1.83,0.310,0.8816,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,293,462,127,462,0,deterministic,0,8653,3,1
17,4017,1,success,603,93,104,500,500,3,4.69,5,4,1,1,0,0.371,1.00,1.00,2.11,0.376,0.9163,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,437,320,378,437,0,deterministic,0,9264,4,1
18,4018,1,success,611,96,112,500,500,3,8.49,5,4,1,1,0,0.671,1.00,1.00,2.40,0.391,0.9061,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,240,420,162,420,0,deterministic,0,9867,7,1
19,4019,1,success,607,84,108,500,500,3,6.45,5,3,1,0,0,0.561,1.00,1.00,2.53,0.406,0.9078,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,288,413,489,489,0,deterministic,0,10478,8,1
20,4020,1,success,600,88,101,500,500,3,6.69,5,4,1,1,0,0.481,1.00,1.00,1.64,0.290,0.8495,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,17,432,493,493,0,deterministic,0,11085,5,1
21,4021,1,success,581,74,82,500,500,3,6.57,5,4,1,1,0,0.571,1.00,1.00,1.92,0.320,0.7839,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,404,411,488,488,0,deterministic,0,11685,5,1
22,4022,1,success,600,86,101,500,500,3,10.54,5,4,1,1,0,1.041,1.00,1.00,3.44,0.387,0.8926,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,281,218,208,281,0,deterministic,0,12266,6,1
23,4023,1,success,585,72,86,500,500,3,4.38,5,3,1,1,0,0.307,1.00,1.00,7.44,0.469,0.8361,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,124,428,30,428,0,deterministic,0,12866,6,1
24,4024,1,success,587,80,88,500,500,3,2.87,4,3,1,1,0,0.202,1.00,1.00,1.78,0.255,0.8612,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,208,99,454,454,0,deterministic,0,13451,1,1
25,4025,1,success,610,81,93,500,500,3,20.45,6,4,1,1,0,1.430,1.00,1.00,3.52,0.431,0.9109,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,342,66,196,342,0,deterministic,0,14038,8,1
26,4026,1,success,621,104,122,500,500,3,11.80,6,4,1,1,0,1.064,1.00,1.00,2.12,0.407,0.8785,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,126,325,433,433,0,deterministic,0,14648,8,1
27,4027,1,success,608,93,109,500,500,3,6.47,5,4,1,1,0,0.481,1.00,1.00,2.72,0.374,0.8981,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,274,169,170,274,0,deterministic,0,15269,9,1
28,4028,1,success,588,74,89,500,500,3,10.02,5,3,1,0,0,0.713,1.00,1.00,3.03,0.399,0.8944,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,472,229,31,472,0,deterministic,0,15877,7,1
29,4029,0,liftBudget,285,85,-1,0,500,0,0.00,6,4,1,1,0,0.991,1.00,1.00,7.25,0.502,0.9065,0.10,0.000,0.00,-0.20,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,-1,-1,-1,-1,0,deterministic,0,16465,5,1
30,4030,1,success,575,75,76,500,500,3,3.80,5,3,1,1,0,0.272,1.00,1.00,2.09,0.441,0.7789,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,373,467,323,467,0,deterministic,0,16750,0,1
31,4031,1,success,600,90,101,500,500,3,3.16,5,3,1,1,0,0.320,1.00,1.00,1.65,0.320,0.9312,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,69,318,373,373,0,deterministic,0,17325,5,1
32,4032,1,success,610,100,111,500,500,3,9.84,5,4,1,1,0,0.905,1.00,1.00,2.06,0.341,0.9150,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,148,398,460,460,0,deterministic,0,17925,5,1
33,4033,1,success,666,84,167,500,500,3,17.36,4,2,1,0,1,1.373,1.00,1.00,3.86,0.381,0.8580,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,234,5,266,266,0,deterministic,0,18535,5,1
34,4034,1,success,586,77,87,500,500,3,3.05,5,4,1,1,0,0.224,1.00,1.00,1.82,0.248,0.7964,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,487,452,63,487,0,deterministic,0,19201,1,1
35,4035,1,success,589,78,90,500,500,3,5.31,5,4,1,1,0,0.404,1.00,1.00,1.79,0.291,0.8646,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,272,2,170,272,0,deterministic,0,19787,7,1
36,4036,1,success,588,75,89,500,500,3,5.70,5,4,1,1,0,0.431,1.00,1.00,2.21,0.298,0.7429,0.10,0.200,1.00,0.00,0.914,0.824,0.997,0.851,0.873,1.026,1.935,0.610,1.103,12,11111011111101,0.930,10.0,264,151,93,264,0,deterministic,0,20376,6,1
