trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.600,0.00,0,0,maxStep,0,-1,99,99,132,128,1,0.00,5.89,3,1,0,0.0445,3.30,2793,0,2.373,0.00,0.200,0.00,0.00, shapingAgent=0.9039 telescoped=0.9040 forearmEnd=0 gateStep=-1 penWindow n=120 max=2.06mm p95=2.01mm median=1.93mm wall=0.2s stepsPerSec=1565 torque: indexBase k=4.382 lim=2.50 peak=0.222; indexMiddle k=1.880 lim=1.50 peak=0.104; indexEnd k=0.190 lim=0.70 peak=0.030; middleBase k=4000.000 lim=4.00 peak=0.026; middleMiddle k=1.861 lim=1.50 peak=0.017; middleEnd k=4000.000 lim=4.00 peak=0.002; ringBase k=0.558 lim=2.50 peak=0.050; ringMiddle k=0.878 lim=1.50 peak=0.040; ringEnd k=0.327 lim=0.70 peak=0.024; pinkyBase k=0.515 lim=2.50 peak=0.192; pinkyMiddle k=0.476 lim=1.50 peak=0.096; pinkyEnd k=0.676 lim=0.70 peak=0.038; thumbBase k=10.848 lim=4.00 peak=3.052; thumbEnd k=1.309 lim=1.50 peak=0.075; wristFlex k=3.48 lim=6.0 peak=0.789; wristPron k=2.30 lim=6.0 peak=0.643; controller: indexBase nocontact cap->-60.0 angle=-57.5 touch=0; indexMiddle nocontact cap->-70.0 angle=-66.9 touch=0; indexEnd stop=-29.0 preload->-41.0 angle=-31.8 touch=1; middleBase nocontact cap->-60.0 angle=-18.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-71.1 touch=0; middleEnd nocontact cap->-30.0 angle=-3.8 touch=0; ringBase nocontact cap->-60.0 angle=-57.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-67.8 touch=0; ringEnd stop=-28.8 preload->-40.8 angle=-36.5 touch=1; pinkyBase nocontact cap->-60.0 angle=-38.7 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-51.2 touch=0; pinkyEnd stop=-29.9 preload->-41.9 angle=-37.8 touch=1; thumbBase stop=-7.1 preload->4.9 angle=-7.2 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=4 | objInPalm(mm)=(71, 34, 50) r=25 linkEnds(mm): indexBase=(121, 34, 38) indexMiddle=(109, 52, 42) indexEnd=(90, 58, 46) middleBase=(152, 16, 11) middleMiddle=(152, 46, 12) middleEnd=(148, 69, 14) ringBase=(125, 38, -12) ringMiddle=(109, 61, -9) ringEnd=(88, 65, -5) pinkyBase=(112, 18, -37) pinkyMiddle=(112, 33, -37) pinkyEnd=(99, 44, -35) thumbBase=(39, 46, 48) thumbEnd=(73, 83, 53) palmFace(out mm)=10
DONE
