trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,push,envelope,0.600,0.00,0,0,maxStep,0,5,5,-1,-1,0,0,0.00,5.89,6,1,0,0.0000,11.03,38385,0,4.450,0.10,0.000,0.00,0.00,penWindow n=600 max=3.53mm p95=3.33mm median=3.27mm wall=0.5s stepsPerSec=1435 torque: indexBase k=1.732 lim=2.50 peak=1.101; indexMiddle k=0.949 lim=1.50 peak=0.427; indexEnd k=0.316 lim=0.70 peak=0.216; middleBase k=1.732 lim=2.50 peak=0.963; middleMiddle k=0.949 lim=1.50 peak=0.452; middleEnd k=0.316 lim=0.70 peak=0.104; ringBase k=1.732 lim=2.50 peak=1.009; ringMiddle k=0.949 lim=1.50 peak=0.403; ringEnd k=0.316 lim=0.70 peak=0.142; pinkyBase k=1.732 lim=2.50 peak=0.358; pinkyMiddle k=0.949 lim=1.50 peak=0.395; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=4.000; thumbEnd k=0.949 lim=1.50 peak=0.251; wristFlex k=3.16 lim=6.0 peak=1.368; wristPron k=3.16 lim=6.0 peak=1.613; 
DONE
