trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.200,0.00,0,1,success,629,100,99,99,130,500,3,0.00,1.96,10,1,0,0.0884,9.48,1042,0,1.095,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.081; indexEnd k=0.316 lim=0.70 peak=0.021; middleBase k=1.732 lim=2.50 peak=0.030; middleMiddle k=0.949 lim=1.50 peak=0.026; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.058; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.019; pinkyBase k=1.732 lim=2.50 peak=0.169; pinkyMiddle k=0.949 lim=1.50 peak=0.062; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.037; wristFlex k=3.16 lim=6.0 peak=0.094; wristPron k=3.16 lim=6.0 peak=0.121; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
2,lift,envelope,0.200,0.00,1,1,success,620,99,98,98,121,500,3,0.00,1.96,10,1,0,0.0876,10.28,1046,0,1.100,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.073; indexEnd k=0.316 lim=0.70 peak=0.024; middleBase k=1.732 lim=2.50 peak=0.035; middleMiddle k=0.949 lim=1.50 peak=0.026; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.059; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.019; pinkyBase k=1.732 lim=2.50 peak=0.169; pinkyMiddle k=0.949 lim=1.50 peak=0.058; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.038; wristFlex k=3.16 lim=6.0 peak=0.092; wristPron k=3.16 lim=6.0 peak=0.125; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
3,lift,envelope,0.200,0.00,2,1,success,620,99,98,98,121,500,3,0.00,1.96,10,1,0,0.0878,10.31,1032,0,1.109,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.071; indexEnd k=0.316 lim=0.70 peak=0.023; middleBase k=1.732 lim=2.50 peak=0.043; middleMiddle k=0.949 lim=1.50 peak=0.026; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.059; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.019; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.057; pinkyEnd k=0.316 lim=0.70 peak=0.021; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.036; wristFlex k=3.16 lim=6.0 peak=0.092; wristPron k=3.16 lim=6.0 peak=0.135; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
4,lift,envelope,0.600,0.00,0,1,success,624,99,98,98,125,500,3,0.00,5.89,10,1,0,0.0817,9.73,1040,0,1.147,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.088; indexEnd k=0.316 lim=0.70 peak=0.022; middleBase k=1.732 lim=2.50 peak=0.037; middleMiddle k=0.949 lim=1.50 peak=0.028; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.062; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.020; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.062; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.037; wristFlex k=3.16 lim=6.0 peak=0.154; wristPron k=3.16 lim=6.0 peak=0.364; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
5,lift,envelope,0.600,0.00,1,1,success,630,99,98,98,131,500,3,0.00,5.89,10,1,0,0.0821,10.72,1029,0,1.131,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.072; indexEnd k=0.316 lim=0.70 peak=0.024; middleBase k=1.732 lim=2.50 peak=0.035; middleMiddle k=0.949 lim=1.50 peak=0.027; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.061; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.019; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.063; pinkyEnd k=0.316 lim=0.70 peak=0.021; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.041; wristFlex k=3.16 lim=6.0 peak=0.153; wristPron k=3.16 lim=6.0 peak=0.358; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
6,lift,envelope,0.600,0.00,2,1,success,631,99,98,98,132,500,3,0.00,5.89,10,1,0,0.0815,9.43,1042,0,1.097,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.210; indexMiddle k=0.949 lim=1.50 peak=0.088; indexEnd k=0.316 lim=0.70 peak=0.022; middleBase k=1.732 lim=2.50 peak=0.037; middleMiddle k=0.949 lim=1.50 peak=0.027; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.063; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.020; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.064; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.045; wristFlex k=3.16 lim=6.0 peak=0.141; wristPron k=3.16 lim=6.0 peak=0.368; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
7,lift,envelope,1.500,0.00,0,1,success,640,99,98,98,141,500,3,0.00,14.72,8,1,0,0.0806,10.39,1042,0,0.956,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.268; indexMiddle k=0.949 lim=1.50 peak=0.108; indexEnd k=0.316 lim=0.70 peak=0.028; middleBase k=1.732 lim=2.50 peak=0.046; middleMiddle k=0.949 lim=1.50 peak=0.031; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.079; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.020; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.063; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.050; wristFlex k=3.16 lim=6.0 peak=0.480; wristPron k=3.16 lim=6.0 peak=1.025; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
8,lift,envelope,1.500,0.00,1,1,success,640,99,98,98,141,500,3,0.00,14.72,8,1,0,0.0829,9.63,1041,0,0.946,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.252; indexMiddle k=0.949 lim=1.50 peak=0.104; indexEnd k=0.316 lim=0.70 peak=0.028; middleBase k=1.732 lim=2.50 peak=0.045; middleMiddle k=0.949 lim=1.50 peak=0.030; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.067; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.020; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.065; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.048; wristFlex k=3.16 lim=6.0 peak=0.470; wristPron k=3.16 lim=6.0 peak=1.020; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
9,lift,envelope,1.500,0.00,2,1,success,639,99,98,98,140,500,3,0.00,14.72,8,1,0,0.0715,10.42,1041,0,0.946,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.241; indexMiddle k=0.949 lim=1.50 peak=0.092; indexEnd k=0.316 lim=0.70 peak=0.027; middleBase k=1.732 lim=2.50 peak=0.048; middleMiddle k=0.949 lim=1.50 peak=0.029; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.071; ringMiddle k=0.949 lim=1.50 peak=0.054; ringEnd k=0.316 lim=0.70 peak=0.020; pinkyBase k=1.732 lim=2.50 peak=0.168; pinkyMiddle k=0.949 lim=1.50 peak=0.065; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.733; thumbEnd k=0.949 lim=1.50 peak=0.055; wristFlex k=3.16 lim=6.0 peak=0.457; wristPron k=3.16 lim=6.0 peak=1.039; controller: indexBase stop=-55.6 preload->-67.6 angle=-56.3 touch=1; indexMiddle nocontact cap->-70.0 angle=-54.4 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-33.1 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.7 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-29.4 touch=1; ringBase nocontact cap->-60.0 angle=-56.6 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-31.8 preload->-43.8 angle=-29.7 touch=1; pinkyBase stop=-39.6 preload->-51.6 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-46.8 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-26.4 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.5 touch=1; thumbEnd stop=44.0 preload->56.0 angle=49.1 touch=1; palm=yes contacts=7 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(113, 52, 42) indexEnd=(97, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(118, 36, -39) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(86, 68, 41) palmFace(out mm)=10
DONE
