trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.600,0.00,0,0,drop,236,-1,151,151,-1,0,0,0.00,5.89,0,1,0,0.0000,0.14,851,0,0.132,0.00,0.000,0.00,-0.20,torque: indexBase k=1.732 lim=2.50 peak=0.171; indexMiddle k=0.949 lim=1.50 peak=0.079; indexEnd k=0.316 lim=0.70 peak=0.031; middleBase k=1.732 lim=2.50 peak=0.282; middleMiddle k=0.949 lim=1.50 peak=0.177; middleEnd k=0.316 lim=0.70 peak=0.036; ringBase k=1.732 lim=2.50 peak=0.288; ringMiddle k=0.949 lim=1.50 peak=0.027; ringEnd k=0.316 lim=0.70 peak=0.010; pinkyBase k=1.732 lim=2.50 peak=0.187; pinkyMiddle k=0.949 lim=1.50 peak=0.105; pinkyEnd k=0.316 lim=0.70 peak=0.019; thumbBase k=3.873 lim=4.00 peak=0.252; thumbEnd k=0.949 lim=1.50 peak=0.088; wristFlex k=3.16 lim=6.0 peak=0.488; wristPron k=3.16 lim=6.0 peak=0.209;
2,lift,envelope,0.600,0.00,1,0,drop,227,-1,150,150,-1,0,0,0.00,5.89,0,1,0,0.0000,0.10,907,0,0.120,0.00,0.000,0.00,-0.20,torque: indexBase k=1.732 lim=2.50 peak=0.195; indexMiddle k=0.949 lim=1.50 peak=0.095; indexEnd k=0.316 lim=0.70 peak=0.030; middleBase k=1.732 lim=2.50 peak=0.268; middleMiddle k=0.949 lim=1.50 peak=0.170; middleEnd k=0.316 lim=0.70 peak=0.043; ringBase k=1.732 lim=2.50 peak=0.120; ringMiddle k=0.949 lim=1.50 peak=0.024; ringEnd k=0.316 lim=0.70 peak=0.016; pinkyBase k=1.732 lim=2.50 peak=0.240; pinkyMiddle k=0.949 lim=1.50 peak=0.093; pinkyEnd k=0.316 lim=0.70 peak=0.019; thumbBase k=3.873 lim=4.00 peak=0.247; thumbEnd k=0.949 lim=1.50 peak=0.021; wristFlex k=3.16 lim=6.0 peak=0.517; wristPron k=3.16 lim=6.0 peak=0.216;
DONE
