trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,pinch,1.000,0.00,0,1,success,636,-1,99,99,137,500,3,0.00,9.81,5,1,0,0.0975,6.49,754,0,0.917,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.238; indexMiddle k=0.949 lim=1.50 peak=0.084; indexEnd k=0.316 lim=0.70 peak=0.020; middleBase k=1.732 lim=2.50 peak=0.004; middleMiddle k=0.949 lim=1.50 peak=0.001; middleEnd k=0.316 lim=0.70 peak=0.000; ringBase k=1.732 lim=2.50 peak=0.004; ringMiddle k=0.949 lim=1.50 peak=0.001; ringEnd k=0.316 lim=0.70 peak=0.000; pinkyBase k=1.732 lim=2.50 peak=0.002; pinkyMiddle k=0.949 lim=1.50 peak=0.001; pinkyEnd k=0.316 lim=0.70 peak=0.000; thumbBase k=3.873 lim=4.00 peak=0.710; thumbEnd k=0.949 lim=1.50 peak=0.036; wristFlex k=3.16 lim=6.0 peak=0.245; wristPron k=3.16 lim=6.0 peak=0.616; controller: indexBase stop=-54.3 preload->-66.3 angle=-55.0 touch=1; indexMiddle nocontact cap->-70.0 angle=-56.6 touch=0; indexEnd stop=-29.7 preload->-41.7 angle=-30.3 touch=1; middleBase nocontact cap->0.0 angle=1.1 touch=0; middleMiddle nocontact cap->0.0 angle=-1.0 touch=0; middleEnd nocontact cap->0.0 angle=0.3 touch=0; ringBase nocontact cap->0.0 angle=0.6 touch=0; ringMiddle nocontact cap->0.0 angle=-0.6 touch=0; ringEnd nocontact cap->0.0 angle=0.2 touch=0; pinkyBase nocontact cap->0.0 angle=0.1 touch=0; pinkyMiddle nocontact cap->0.0 angle=-0.2 touch=0; pinkyEnd nocontact cap->0.0 angle=0.0 touch=0; thumbBase stop=-1.0 preload->11.0 angle=-1.2 touch=1; thumbEnd stop=43.1 preload->55.1 angle=48.2 touch=1; palm=yes contacts=4 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(114, 51, 41) indexEnd=(97, 61, 45) middleBase=(148, -1, 11) middleMiddle=(173, -1, 11) middleEnd=(194, 1, 10) ringBase=(141, 0, -15) ringMiddle=(165, 0, -17) ringEnd=(186, 2, -20) pinkyBase=(122, 0, -39) pinkyMiddle=(139, 0, -43) pinkyEnd=(157, 4, -48) thumbBase=(43, 45, 46) thumbEnd=(86, 69, 41) palmFace(out mm)=10
2,lift,pinch,1.000,0.00,1,1,success,630,-1,98,98,131,500,3,0.00,9.81,5,1,0,0.0968,7.03,754,0,0.908,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.219; indexMiddle k=0.949 lim=1.50 peak=0.082; indexEnd k=0.316 lim=0.70 peak=0.021; middleBase k=1.732 lim=2.50 peak=0.003; middleMiddle k=0.949 lim=1.50 peak=0.001; middleEnd k=0.316 lim=0.70 peak=0.000; ringBase k=1.732 lim=2.50 peak=0.003; ringMiddle k=0.949 lim=1.50 peak=0.001; ringEnd k=0.316 lim=0.70 peak=0.000; pinkyBase k=1.732 lim=2.50 peak=0.002; pinkyMiddle k=0.949 lim=1.50 peak=0.000; pinkyEnd k=0.316 lim=0.70 peak=0.000; thumbBase k=3.873 lim=4.00 peak=0.710; thumbEnd k=0.949 lim=1.50 peak=0.037; wristFlex k=3.16 lim=6.0 peak=0.232; wristPron k=3.16 lim=6.0 peak=0.613; controller: indexBase stop=-54.3 preload->-66.3 angle=-55.0 touch=1; indexMiddle nocontact cap->-70.0 angle=-56.6 touch=0; indexEnd stop=-29.7 preload->-41.7 angle=-30.3 touch=1; middleBase nocontact cap->0.0 angle=1.1 touch=0; middleMiddle nocontact cap->0.0 angle=-1.0 touch=0; middleEnd nocontact cap->0.0 angle=0.3 touch=0; ringBase nocontact cap->0.0 angle=0.6 touch=0; ringMiddle nocontact cap->0.0 angle=-0.6 touch=0; ringEnd nocontact cap->0.0 angle=0.2 touch=0; pinkyBase nocontact cap->0.0 angle=0.1 touch=0; pinkyMiddle nocontact cap->0.0 angle=-0.2 touch=0; pinkyEnd nocontact cap->0.0 angle=0.0 touch=0; thumbBase stop=-1.0 preload->11.0 angle=-1.2 touch=1; thumbEnd stop=43.1 preload->55.1 angle=48.2 touch=1; palm=yes contacts=4 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(114, 51, 41) indexEnd=(97, 61, 45) middleBase=(148, -1, 11) middleMiddle=(173, -1, 11) middleEnd=(194, 1, 10) ringBase=(141, 0, -15) ringMiddle=(165, 0, -17) ringEnd=(186, 2, -20) pinkyBase=(122, 0, -39) pinkyMiddle=(139, 0, -43) pinkyEnd=(157, 4, -48) thumbBase=(43, 45, 46) thumbEnd=(86, 69, 41) palmFace(out mm)=10
3,lift,pinch,1.000,0.00,2,1,success,630,-1,98,98,131,500,3,0.00,9.81,5,1,0,0.0974,6.17,754,0,0.914,0.00,0.200,1.00,0.00,torque: indexBase k=1.732 lim=2.50 peak=0.220; indexMiddle k=0.949 lim=1.50 peak=0.078; indexEnd k=0.316 lim=0.70 peak=0.021; middleBase k=1.732 lim=2.50 peak=0.005; middleMiddle k=0.949 lim=1.50 peak=0.001; middleEnd k=0.316 lim=0.70 peak=0.000; ringBase k=1.732 lim=2.50 peak=0.004; ringMiddle k=0.949 lim=1.50 peak=0.001; ringEnd k=0.316 lim=0.70 peak=0.000; pinkyBase k=1.732 lim=2.50 peak=0.002; pinkyMiddle k=0.949 lim=1.50 peak=0.000; pinkyEnd k=0.316 lim=0.70 peak=0.000; thumbBase k=3.873 lim=4.00 peak=0.710; thumbEnd k=0.949 lim=1.50 peak=0.036; wristFlex k=3.16 lim=6.0 peak=0.231; wristPron k=3.16 lim=6.0 peak=0.603; controller: indexBase stop=-54.3 preload->-66.3 angle=-55.0 touch=1; indexMiddle nocontact cap->-70.0 angle=-56.6 touch=0; indexEnd stop=-29.7 preload->-41.7 angle=-30.4 touch=1; middleBase nocontact cap->0.0 angle=1.1 touch=0; middleMiddle nocontact cap->0.0 angle=-1.0 touch=0; middleEnd nocontact cap->0.0 angle=0.3 touch=0; ringBase nocontact cap->0.0 angle=0.6 touch=0; ringMiddle nocontact cap->0.0 angle=-0.6 touch=0; ringEnd nocontact cap->0.0 angle=0.2 touch=0; pinkyBase nocontact cap->0.0 angle=0.1 touch=0; pinkyMiddle nocontact cap->0.0 angle=-0.2 touch=0; pinkyEnd nocontact cap->0.0 angle=0.0 touch=0; thumbBase stop=-1.0 preload->11.0 angle=-1.2 touch=1; thumbEnd stop=43.1 preload->55.1 angle=48.2 touch=1; palm=yes contacts=4 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(114, 51, 41) indexEnd=(97, 61, 45) middleBase=(148, -1, 11) middleMiddle=(173, -1, 10) middleEnd=(194, 1, 10) ringBase=(141, 0, -15) ringMiddle=(165, 0, -17) ringEnd=(186, 2, -20) pinkyBase=(122, 0, -39) pinkyMiddle=(139, 0, -43) pinkyEnd=(157, 4, -48) thumbBase=(43, 45, 46) thumbEnd=(86, 69, 41) palmFace(out mm)=10
DONE
