trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.600,0.00,0,1,success,687,-1,151,151,188,500,3,0.00,5.89,3,1,0,0.1138,1.41,708,0,1.337,0.00,0.200,1.00,0.00,torque: indexBase k=6.088 lim=4.00 peak=1.460; indexMiddle k=1.217 lim=2.50 peak=0.838; indexEnd k=0.098 lim=1.20 peak=0.102; middleBase k=7.987 lim=4.00 peak=2.641; middleMiddle k=2.100 lim=2.50 peak=1.639; middleEnd k=0.140 lim=1.20 peak=0.248; ringBase k=5.250 lim=4.00 peak=1.426; ringMiddle k=1.112 lim=2.50 peak=0.706; ringEnd k=0.060 lim=1.20 peak=0.091; pinkyBase k=2.081 lim=4.00 peak=0.348; pinkyMiddle k=0.419 lim=2.50 peak=0.188; pinkyEnd k=0.024 lim=1.20 peak=0.015; thumbBase k=16.829 lim=6.00 peak=5.861; thumbEnd k=2.756 lim=3.00 peak=0.763; wristFlex k=133.83 lim=10.0 peak=10.000; wristPron k=66.92 lim=10.0 peak=6.314;
2,lift,envelope,0.600,0.00,1,1,success,681,-1,150,150,182,500,3,0.00,5.89,3,1,0,0.1042,2.05,758,0,1.377,0.00,0.200,1.00,0.00,torque: indexBase k=6.088 lim=4.00 peak=1.460; indexMiddle k=1.217 lim=2.50 peak=0.838; indexEnd k=0.098 lim=1.20 peak=0.130; middleBase k=7.987 lim=4.00 peak=2.641; middleMiddle k=2.100 lim=2.50 peak=1.639; middleEnd k=0.140 lim=1.20 peak=0.238; ringBase k=5.250 lim=4.00 peak=1.426; ringMiddle k=1.112 lim=2.50 peak=0.706; ringEnd k=0.060 lim=1.20 peak=0.085; pinkyBase k=2.081 lim=4.00 peak=0.349; pinkyMiddle k=0.419 lim=2.50 peak=0.188; pinkyEnd k=0.024 lim=1.20 peak=0.012; thumbBase k=16.829 lim=6.00 peak=5.860; thumbEnd k=2.756 lim=3.00 peak=0.763; wristFlex k=133.83 lim=10.0 peak=10.000; wristPron k=66.92 lim=10.0 peak=5.774;
3,lift,envelope,0.600,0.00,2,1,success,681,-1,150,150,182,500,3,0.00,5.89,3,1,0,0.1079,1.38,1037,0,1.383,0.00,0.200,1.00,0.00,torque: indexBase k=6.088 lim=4.00 peak=1.460; indexMiddle k=1.217 lim=2.50 peak=0.838; indexEnd k=0.098 lim=1.20 peak=0.124; middleBase k=7.987 lim=4.00 peak=2.641; middleMiddle k=2.100 lim=2.50 peak=1.639; middleEnd k=0.140 lim=1.20 peak=0.226; ringBase k=5.250 lim=4.00 peak=1.426; ringMiddle k=1.112 lim=2.50 peak=0.706; ringEnd k=0.060 lim=1.20 peak=0.091; pinkyBase k=2.081 lim=4.00 peak=0.349; pinkyMiddle k=0.419 lim=2.50 peak=0.188; pinkyEnd k=0.024 lim=1.20 peak=0.013; thumbBase k=16.829 lim=6.00 peak=5.860; thumbEnd k=2.756 lim=3.00 peak=0.763; wristFlex k=133.83 lim=10.0 peak=10.000; wristPron k=66.92 lim=10.0 peak=5.628;
DONE
