trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.600,0.25,0,1,success,630,-1,99,99,131,500,3,2.19,5.89,5,1,0,0.0854,1.57,1827,0,1.070,0.00,0.200,1.00,0.00,penWindow n=473 max=2.13mm p95=2.12mm median=2.12mm wall=0.4s stepsPerSec=1495 torque: indexBase k=1.732 lim=2.50 peak=0.160; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.030; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.031; ringBase k=1.732 lim=2.50 peak=0.092; ringMiddle k=0.949 lim=1.50 peak=0.114; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.284; pinkyMiddle k=0.949 lim=1.50 peak=0.184; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.930; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.203; wristPron k=3.16 lim=6.0 peak=0.368; controller: indexBase nocontact cap->-60.0 angle=-53.9 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.2 touch=1; middleBase nocontact cap->-60.0 angle=-58.7 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.0 touch=1; ringBase nocontact cap->-60.0 angle=-56.2 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.7 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.6 touch=1; pinkyBase stop=-41.6 preload->-53.6 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-41.9 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.7 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 67, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
2,lift,envelope,0.600,0.25,1,1,success,620,-1,98,98,121,500,3,2.12,5.89,5,1,0,0.0849,1.60,1931,0,1.076,0.00,0.200,1.00,0.00,penWindow n=473 max=2.10mm p95=2.08mm median=2.08mm wall=0.4s stepsPerSec=1607 torque: indexBase k=1.732 lim=2.50 peak=0.142; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.053; middleBase k=1.732 lim=2.50 peak=0.031; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.031; ringBase k=1.732 lim=2.50 peak=0.087; ringMiddle k=0.949 lim=1.50 peak=0.115; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.281; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.942; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.203; wristPron k=3.16 lim=6.0 peak=0.365; controller: indexBase nocontact cap->-60.0 angle=-54.0 touch=0; indexMiddle nocontact cap->-70.0 angle=-57.8 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.2 touch=1; middleBase nocontact cap->-60.0 angle=-58.8 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.0 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-31.9 touch=1; ringBase nocontact cap->-60.0 angle=-56.2 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.7 touch=0; ringEnd stop=-30.2 preload->-42.2 angle=-28.5 touch=1; pinkyBase stop=-41.6 preload->-53.6 angle=-39.4 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.7 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-26.9 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 67, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
3,lift,envelope,0.600,0.25,2,1,success,620,-1,98,98,121,500,3,1.81,5.89,5,1,0,0.0852,1.61,1876,0,1.075,0.00,0.200,1.00,0.00,penWindow n=473 max=2.11mm p95=2.10mm median=2.09mm wall=0.4s stepsPerSec=1681 torque: indexBase k=1.732 lim=2.50 peak=0.143; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.027; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.088; ringMiddle k=0.949 lim=1.50 peak=0.114; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.283; pinkyMiddle k=0.949 lim=1.50 peak=0.184; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.941; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.271; wristPron k=3.16 lim=6.0 peak=0.365; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
4,lift,envelope,0.600,0.50,0,1,success,620,-1,98,98,121,500,3,3.94,5.89,5,1,0,0.0853,1.59,1689,0,1.065,0.00,0.200,1.00,0.00,penWindow n=473 max=1.91mm p95=1.90mm median=1.89mm wall=0.4s stepsPerSec=1609 torque: indexBase k=1.732 lim=2.50 peak=0.144; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.032; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.090; ringMiddle k=0.949 lim=1.50 peak=0.114; ringEnd k=0.316 lim=0.70 peak=0.053; pinkyBase k=1.732 lim=2.50 peak=0.288; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.072; thumbBase k=3.873 lim=4.00 peak=0.931; thumbEnd k=0.949 lim=1.50 peak=0.002; wristFlex k=3.16 lim=6.0 peak=0.211; wristPron k=3.16 lim=6.0 peak=0.393; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
5,lift,envelope,0.600,0.50,1,1,success,620,-1,98,98,121,500,3,3.72,5.89,5,1,0,0.0853,1.61,1803,0,1.070,0.00,0.200,1.00,0.00,penWindow n=473 max=1.93mm p95=1.91mm median=1.90mm wall=0.4s stepsPerSec=1651 torque: indexBase k=1.732 lim=2.50 peak=0.141; indexMiddle k=0.949 lim=1.50 peak=0.126; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.027; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.090; ringMiddle k=0.949 lim=1.50 peak=0.114; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.288; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.073; thumbBase k=3.873 lim=4.00 peak=0.937; thumbEnd k=0.949 lim=1.50 peak=0.002; wristFlex k=3.16 lim=6.0 peak=0.347; wristPron k=3.16 lim=6.0 peak=0.382; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
6,lift,envelope,0.600,0.50,2,1,success,620,-1,98,98,121,500,3,4.37,5.89,5,1,0,0.0853,1.58,1936,0,1.078,0.00,0.200,1.00,0.00,penWindow n=473 max=2.10mm p95=2.10mm median=2.08mm wall=0.4s stepsPerSec=1655 torque: indexBase k=1.732 lim=2.50 peak=0.142; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.028; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.085; ringMiddle k=0.949 lim=1.50 peak=0.115; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.281; pinkyMiddle k=0.949 lim=1.50 peak=0.184; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.940; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.372; wristPron k=3.16 lim=6.0 peak=0.421; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
7,lift,envelope,0.600,0.75,0,1,success,620,-1,98,98,121,500,3,5.86,5.89,5,1,0,0.0854,1.60,1771,0,1.065,0.00,0.200,1.00,0.00,penWindow n=473 max=1.92mm p95=1.91mm median=1.91mm wall=0.4s stepsPerSec=1621 torque: indexBase k=1.732 lim=2.50 peak=0.143; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.052; middleMiddle k=0.949 lim=1.50 peak=0.060; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.086; ringMiddle k=0.949 lim=1.50 peak=0.115; ringEnd k=0.316 lim=0.70 peak=0.056; pinkyBase k=1.732 lim=2.50 peak=0.288; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.931; thumbEnd k=0.949 lim=1.50 peak=0.002; wristFlex k=3.16 lim=6.0 peak=0.672; wristPron k=3.16 lim=6.0 peak=0.527; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
8,lift,envelope,0.600,0.75,1,1,success,620,-1,98,98,121,500,3,5.87,5.89,5,1,0,0.0853,1.59,1929,0,1.077,0.00,0.200,1.00,0.00,penWindow n=473 max=2.13mm p95=2.10mm median=2.09mm wall=0.4s stepsPerSec=1631 torque: indexBase k=1.732 lim=2.50 peak=0.142; indexMiddle k=0.949 lim=1.50 peak=0.125; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.035; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.085; ringMiddle k=0.949 lim=1.50 peak=0.115; ringEnd k=0.316 lim=0.70 peak=0.055; pinkyBase k=1.732 lim=2.50 peak=0.280; pinkyMiddle k=0.949 lim=1.50 peak=0.184; pinkyEnd k=0.316 lim=0.70 peak=0.075; thumbBase k=3.873 lim=4.00 peak=0.941; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.414; wristPron k=3.16 lim=6.0 peak=0.365; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
9,lift,envelope,0.600,0.75,2,1,success,620,-1,98,98,121,500,3,6.44,5.89,5,1,0,0.0853,1.59,1892,0,1.072,0.00,0.200,1.00,0.00,penWindow n=473 max=2.13mm p95=2.10mm median=2.09mm wall=0.4s stepsPerSec=1575 torque: indexBase k=1.732 lim=2.50 peak=0.146; indexMiddle k=0.949 lim=1.50 peak=0.124; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.037; middleMiddle k=0.949 lim=1.50 peak=0.059; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.085; ringMiddle k=0.949 lim=1.50 peak=0.116; ringEnd k=0.316 lim=0.70 peak=0.055; pinkyBase k=1.732 lim=2.50 peak=0.283; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.074; thumbBase k=3.873 lim=4.00 peak=0.937; thumbEnd k=0.949 lim=1.50 peak=0.001; wristFlex k=3.16 lim=6.0 peak=0.723; wristPron k=3.16 lim=6.0 peak=0.480; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
10,lift,envelope,0.600,1.00,0,1,success,620,-1,98,98,121,500,3,6.49,5.89,5,1,0,0.0856,1.60,1741,0,1.066,0.00,0.200,1.00,0.00,penWindow n=473 max=1.94mm p95=1.92mm median=1.91mm wall=0.4s stepsPerSec=1570 torque: indexBase k=1.732 lim=2.50 peak=0.141; indexMiddle k=0.949 lim=1.50 peak=0.126; indexEnd k=0.316 lim=0.70 peak=0.052; middleBase k=1.732 lim=2.50 peak=0.058; middleMiddle k=0.949 lim=1.50 peak=0.060; middleEnd k=0.316 lim=0.70 peak=0.030; ringBase k=1.732 lim=2.50 peak=0.085; ringMiddle k=0.949 lim=1.50 peak=0.116; ringEnd k=0.316 lim=0.70 peak=0.054; pinkyBase k=1.732 lim=2.50 peak=0.287; pinkyMiddle k=0.949 lim=1.50 peak=0.185; pinkyEnd k=0.316 lim=0.70 peak=0.073; thumbBase k=3.873 lim=4.00 peak=0.934; thumbEnd k=0.949 lim=1.50 peak=0.002; wristFlex k=3.16 lim=6.0 peak=0.209; wristPron k=3.16 lim=6.0 peak=0.598; controller: indexBase nocontact cap->-60.0 angle=-53.8 touch=0; indexMiddle nocontact cap->-70.0 angle=-58.0 touch=0; indexEnd stop=-30.1 preload->-42.1 angle=-28.3 touch=1; middleBase nocontact cap->-60.0 angle=-58.6 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.1 touch=0; middleEnd stop=-29.0 preload->-41.0 angle=-32.2 touch=1; ringBase nocontact cap->-60.0 angle=-56.1 touch=0; ringMiddle nocontact cap->-70.0 angle=-58.8 touch=0; ringEnd stop=-30.1 preload->-42.1 angle=-28.5 touch=1; pinkyBase stop=-41.5 preload->-53.5 angle=-39.5 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-42.1 touch=0; pinkyEnd stop=-30.2 preload->-42.2 angle=-27.6 touch=1; thumbBase stop=-1.9 preload->10.1 angle=-1.8 touch=1; thumbEnd stop=0.9 preload->12.9 angle=12.9 touch=0; palm=yes contacts=5 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(122, 31, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(113, 59, 14) middleEnd=(93, 65, 16) ringBase=(123, 34, -12) ringMiddle=(113, 56, -10) ringEnd=(95, 66, -7) pinkyBase=(115, 20, -38) pinkyMiddle=(117, 37, -38) pinkyEnd=(108, 54, -37) thumbBase=(43, 45, 46) thumbEnd=(83, 82, 49) palmFace(out mm)=10
