trial,mode,grip,mass,scale,seed,success,endReason,steps,gateStep,transitionStep,liftStart,stepsToLift,holdSteps,pulses,maxPulseN,weightN,contactsEnd,palm,forearm,bottomAboveTop,maxPenMm,maxJointSpeedDeg,nan,gripTorqueMean,retPhase,retHold,retBonus,retDrop,note
1,lift,envelope,0.600,0.00,0,1,success,633,100,99,99,134,500,3,0.00,5.89,10,1,0,0.0812,14.64,1199,0,1.039,0.00,0.200,1.00,0.00,penWindow n=473 max=14.64mm p95=14.11mm median=12.76mm wall=0.5s stepsPerSec=1334 torque: indexBase k=1.732 lim=2.50 peak=0.221; indexMiddle k=0.949 lim=1.50 peak=0.088; indexEnd k=0.316 lim=0.70 peak=0.021; middleBase k=1.732 lim=2.50 peak=0.032; middleMiddle k=0.949 lim=1.50 peak=0.027; middleEnd k=0.316 lim=0.70 peak=0.012; ringBase k=1.732 lim=2.50 peak=0.063; ringMiddle k=0.949 lim=1.50 peak=0.053; ringEnd k=0.316 lim=0.70 peak=0.019; pinkyBase k=1.732 lim=2.50 peak=0.164; pinkyMiddle k=0.949 lim=1.50 peak=0.065; pinkyEnd k=0.316 lim=0.70 peak=0.020; thumbBase k=3.873 lim=4.00 peak=0.692; thumbEnd k=0.949 lim=1.50 peak=0.002; wristFlex k=3.16 lim=6.0 peak=0.153; wristPron k=3.16 lim=6.0 peak=0.367; controller: indexBase stop=-55.3 preload->-67.3 angle=-54.9 touch=1; indexMiddle nocontact cap->-70.0 angle=-56.2 touch=0; indexEnd stop=-30.8 preload->-42.8 angle=-30.8 touch=1; middleBase nocontact cap->-60.0 angle=-58.4 touch=0; middleMiddle nocontact cap->-70.0 angle=-65.9 touch=0; middleEnd stop=-29.2 preload->-41.2 angle=-31.6 touch=1; ringBase nocontact cap->-60.0 angle=-56.7 touch=0; ringMiddle nocontact cap->-70.0 angle=-59.1 touch=0; ringEnd stop=-31.6 preload->-43.6 angle=-29.3 touch=1; pinkyBase stop=-39.5 preload->-51.5 angle=-36.8 touch=0; pinkyMiddle nocontact cap->-70.0 angle=-47.2 touch=0; pinkyEnd stop=-30.0 preload->-42.0 angle=-24.6 touch=1; thumbBase stop=-1.1 preload->10.9 angle=-1.1 touch=1; thumbEnd stop=0.8 preload->12.8 angle=12.8 touch=0; palm=yes contacts=6 | objInPalm(mm)=(80, 34, 49) r=25 linkEnds(mm): indexBase=(121, 32, 38) indexMiddle=(114, 51, 41) indexEnd=(98, 61, 45) middleBase=(127, 37, 12) middleMiddle=(112, 58, 14) middleEnd=(93, 64, 16) ringBase=(123, 34, -12) ringMiddle=(112, 56, -10) ringEnd=(94, 66, -7) pinkyBase=(116, 19, -38) pinkyMiddle=(117, 36, -38) pinkyEnd=(108, 53, -37) thumbBase=(43, 45, 46) thumbEnd=(84, 81, 49) palmFace(out mm)=10
DONE
